Title,Year,Rating,Votes,Runtime(min),Genres_x,Overview,Director_x,Actors,RT_CriticScore,RT_AudienceScore,Genres_y,Director_y,Runtime_x,RT_Link,Metascore,UserScore,Genres,Director,Runtime_y
parasite,2019,8.5,18928.0,133.0,"Comedy, Thriller, Drama","All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.",Bong Joon Ho,"Song Kang-ho, Lee Sun-kyun, Cho Yeo-jeong, Choi Woo-shik, Park So-dam",98.0,90.0,"comedy, drama, mystery and thriller",Bong Joon-ho,2h 12m,http://www.rottentomatoes.com/m/parasite_2019,97.0,89.0,"Drama,Thriller",Bong Joon Ho,132.0
parasite,2019,8.5,18928.0,133.0,"Comedy, Thriller, Drama","All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.",Bong Joon Ho,"Song Kang-ho, Lee Sun-kyun, Cho Yeo-jeong, Choi Woo-shik, Park So-dam",98.0,90.0,"comedy, drama, mystery and thriller",Bong Joon-ho,2h 12m,http://www.rottentomatoes.com/m/parasite_2019,97.0,89.0,"Drama,Thriller",Bong Joon Ho,132.0
paris is burning,1990,,,,,,,,98.0,89.0,"gay and lesbian, documentary",Jennie Livingston,1h 18m,http://www.rottentomatoes.com/m/paris_is_burning,,,,,
paris is burning,1990,,,,,,,,98.0,89.0,"gay and lesbian, documentary",Jennie Livingston,1h 18m,http://www.rottentomatoes.com/m/paris_is_burning,,,,,
"paris, texas",1984,8.1,1947.0,145.0,Drama,"A man wanders out of the desert not knowing who he is. His brother finds him, and helps to pull his memory back of the life he led before he walked out on his family and disappeared four years earlier.",Wim Wenders,"Harry Dean Stanton, Nastassja Kinski, Dean Stockwell, Hunter Carson, Aurore Clément",,,,,,,,,,,
past lives,2023,,,,,,,,,,,,,,94.0,78.0,"Drama,Romance",Celine Song,106.0
paterson,2016,,,,,,,,,,,,,,90.0,78.0,"Comedy,Drama,Romance",Jim Jarmusch,118.0
pather panchali,1955,7.9,435.0,125.0,Drama,A depiction of the life of an impoverished early twentieth century rural Bengali family.,Satyajit Ray,"Kanu Bannerjee, Karuna Banerjee, Chunibala Devi, Uma Das Gupta, Subir Banerjee",,,,,,,,,,,
paths of glory,1957,8.258,3005.0,88.0,"War, Drama, History",A commanding officer defends three scapegoats on trial for a failed offensive that occurred within the French Army in 1916.,Stanley Kubrick,"Kirk Douglas, Ralph Meeker, Adolphe Menjou, George Macready, Wayne Morris",,,,,,,90.0,84.0,"Drama,War",Stanley Kubrick,88.0
paths of glory,1957,8.259,3005.0,88.0,"War, Drama, History",A commanding officer defends three scapegoats on trial for a failed offensive that occurred within the French Army in 1916.,Stanley Kubrick,"Kirk Douglas, Ralph Meeker, Adolphe Menjou, George Macready, Wayne Morris",,,,,,,90.0,84.0,"Drama,War",Stanley Kubrick,88.0
paths of the soul,2016,,,,,,,,,,,,,,90.0,52.0,Drama,Yang Zhang,115.0
perfect blue,1998,8.3,2783.0,82.0,"Animation, Thriller","Encouraged by her managers, rising pop star Mima takes on a recurring role on a popular TV show, when suddenly her handlers and collaborators begin turning up murdered.",Satoshi Kon,"Junko Iwao, Rica Matsumoto, Shiho Niiyama, Masaaki Okura, Shinpachi Tsuji",,,,,,,,,,,
perfect strangers,2016,7.862,4442.0,97.0,"Comedy, Drama","During a dinner, a group of friends decide to share whatever message or phone call they will receive during the evening, with unforeseen consequences.",Paolo Genovese,"Giuseppe Battiston, Anna Foglietta, Marco Giallini, Edoardo Leo, Valerio Mastandrea",,,,,,,,,,,
persepolis,2007,7.894,1990.0,95.0,"Animation, Drama","In 1970s Iran, Marjane 'Marji' Satrapi watches events through her young eyes and her idealistic family of a long dream being fulfilled of the hated Shah's defeat in the Iranian Revolution of 1979. However as Marji grows up, she witnesses first hand how the new Iran, now ruled by Islamic fundamentalists, has become a repressive tyranny on its own.",Vincent Paronnaud,"Chiara Mastroianni, Danielle Darrieux, Catherine Deneuve, Simon Abkarian, Gabrielle Lopes Benites",,,,,,,90.0,82.0,"Animation,Biography,Drama,History,War","Vincent Paronnaud,Marjane Satrapi",96.0
persona,1966,8.167,2225.0,83.0,Drama,"A young nurse, Alma, is put in charge of Elisabeth Vogler: an actress who is seemingly healthy in all respects, but will not talk. As they spend time together, Alma speaks to Elisabeth constantly, never receiving any answer.",Ingmar Bergman,"Bibi Andersson, Liv Ullmann, Margaretha Krook, Gunnar Björnstrand, Jörgen Lindström",,,,,,,,,,,
petite maman,2021,,,,,,,,,,,,,,93.0,79.0,"Drama,Fantasy",Céline Sciamma,72.0
phantom thread,2017,,,,,,,,,,,,,,90.0,77.0,"Drama,Romance",Paul Thomas Anderson,130.0
phoenix,2015,,,,,,,,,,,,,,89.0,78.0,"Drama,History,Music,Romance",Christian Petzold,98.0
piccadilly [re-release],2004,,,,,,,,,,,,,,89.0,0.0,"Crime,Drama",Ewald André Dupont,92.0
pictures of ghosts,2024,,,,,,,,,,,,,,88.0,78.0,Documentary,Kleber Mendonça Filho,93.0
pink floyd: the wall,1982,7.958,1512.0,95.0,"Music, Drama",A troubled rock star descends into madness in the midst of his physical and social isolation from everyone.,Alan Parker,"Bob Geldof, Christine Hargreaves, James Laurenson, Eleanor David, Kevin McKeon",,,,,,,,,,,
pinocchio,1940,,,,,,,,100.0,73.0,"kids and family, animation, fantasy","Ben Sharpsteen, Hamilton Luske",1h 27m,http://www.rottentomatoes.com/m/pinocchio_1940,99.0,81.0,"Animation,Adventure,Comedy,Family,Fantasy,Musical","Norman Ferguson,T. Hee,Wilfred Jackson,Jack Kinney,Hamilton Luske,Bill Roberts,Ben Sharpsteen",88.0
pinocchio,1940,,,,,,,,100.0,73.0,"kids and family, animation, fantasy","Ben Sharpsteen, Hamilton Luske",1h 27m,http://www.rottentomatoes.com/m/pinocchio_1940,99.0,81.0,"Animation,Adventure,Comedy,Family,Fantasy,Musical","Norman Ferguson,T. Hee,Wilfred Jackson,Jack Kinney,Hamilton Luske,Bill Roberts,Ben Sharpsteen",88.0
pinocchio,1940,,,,,,,,100.0,73.0,"kids and family, animation, fantasy","Ben Sharpsteen, Hamilton Luske",1h 27m,http://www.rottentomatoes.com/m/pinocchio_1940,99.0,81.0,"Animation,Adventure,Comedy,Family,Fantasy,Musical","Norman Ferguson,T. Hee,Wilfred Jackson,Jack Kinney,Hamilton Luske,Bill Roberts,Ben Sharpsteen",88.0
pinocchio,1940,,,,,,,,100.0,73.0,"kids and family, animation, fantasy","Ben Sharpsteen, Hamilton Luske",1h 27m,http://www.rottentomatoes.com/m/pinocchio_1940,99.0,81.0,"Animation,Adventure,Comedy,Family,Fantasy,Musical","Norman Ferguson,T. Hee,Wilfred Jackson,Jack Kinney,Hamilton Luske,Bill Roberts,Ben Sharpsteen",88.0
piper,2016,8.149,1655.0,6.0,"Family, Animation","A mother bird tries to teach her little one how to find food by herself. In the process, she encounters a traumatic experience that she must overcome in order to survive.",Alan Barillaro,,,,,,,,,,,,
platoon,1986,,,,,,,,,,,,,,92.0,81.0,"Drama,War",Oliver Stone,120.0
playtime,1967,,,,,,,,98.0,90.0,comedy,Jacques Tati,1h 33m,http://www.rottentomatoes.com/m/playtime,,,,,
playtime,1967,,,,,,,,98.0,90.0,comedy,Jacques Tati,1h 33m,http://www.rottentomatoes.com/m/playtime,,,,,
playtime,1973,,,,,,,,,,,,,,99.0,77.0,Comedy,Jacques Tati,155.0
poetry,2010,,,,,,,,100.0,86.0,drama,Chang-dong Lee,2h 19m,http://www.rottentomatoes.com/m/poetry_2010,,,,,
portrait of a lady on fire,2019,8.112,2664.0,121.0,"Drama, Romance, History","On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman.",Céline Sciamma,"Noémie Merlant, Adèle Haenel, Luàna Bajrami, Valeria Golino, Christel Baras",98.0,92.0,"gay and lesbian, drama, history, romance",Céline Sciamma,2h 1m,http://www.rottentomatoes.com/m/portrait_of_a_lady_on_fire,95.0,85.0,"Drama,Romance",Céline Sciamma,122.0
potemkin,1925,,,,,,,,100.0,86.0,"mystery and thriller, drama, history",S. M. Eisenstein,1h 7m,http://www.rottentomatoes.com/m/battleship_potemkin,,,,,
potemkin,1925,,,,,,,,100.0,86.0,"mystery and thriller, drama, history",S. M. Eisenstein,1h 7m,http://www.rottentomatoes.com/m/battleship_potemkin,,,,,
prayers for bobby,2009,8.073,592.0,89.0,"Drama, History, TV Movie","Bobby Griffith was his mother's favorite son, the perfect all-American boy growing up under deeply religious influences in Walnut Creek, California. Bobby was also gay. Struggling with a conflict no one knew of, much less understood, Bobby finally came out to his family.",Russell Mulcahy,"Ryan Kelley, Sigourney Weaver, Henry Czerny, Dan Butler, Austin Nichols",,,,,,,,,,,
pride & prejudice,2005,8.068,8197.0,129.0,"Drama, Romance","A story of love and life among the landed English gentry during the Georgian era. Mr. Bennet is a gentleman living in Hertfordshire with his overbearing wife and five daughters, but if he dies their house will be inherited by a distant cousin whom they have never met, so the family's future happiness and security is dependent on the daughters making good marriages.",Joe Wright,"Keira Knightley, Matthew Macfadyen, Brenda Blethyn, Donald Sutherland, Tom Hollander",,,,,,,,,,,
primal: tales of savagery,2019,8.4,331.0,85.0,"Action, Adventure, Animation, Drama","Genndy Tartakovsky's Primal: Tales of Savagery features a caveman and a dinosaur on the brink of extinction. Bonded by tragedy, this unlikely friendship becomes the only hope of survival.",Genndy Tartakovsky,"Aaron LaPlante, Jon Olson, Bryan Andrews, Darrick Bachman",,,,,,,,,,,
princess mononoke,1997,8.3,8278.0,134.0,"Adventure, Fantasy, Animation","Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.",Hayao Miyazaki,"Yoji Matsuda, Yuriko Ishida, Yuko Tanaka, Kaoru Kobayashi, Masahiko Nishimura",,,,,,,,,,,
prisoners,2013,8.099,12098.0,153.0,"Drama, Thriller, Crime","Keller Dover is facing every parent’s worst nightmare. His six-year-old daughter, Anna, is missing, together with her young friend, Joy, and as minutes turn to hours, panic sets in. The only lead is a dilapidated RV that had earlier been parked on their street.",Denis Villeneuve,"Hugh Jackman, Jake Gyllenhaal, Viola Davis, Maria Bello, Terrence Howard",,,,,,,,,,,
procession,2021,,,,,,,,,,,,,,90.0,65.0,Documentary,Robert Greene,116.0
psycho,1960,8.4,10308.0,109.0,"Horror, Thriller, Mystery","When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother.",Alfred Hitchcock,"Anthony Perkins, Janet Leigh, Vera Miles, John Gavin, Martin Balsam",,,,,,,97.0,89.0,"Horror,Mystery,Thriller",Alfred Hitchcock,109.0
pulp fiction,1994,8.49,28557.0,154.0,"Thriller, Crime","A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",Quentin Tarantino,"John Travolta, Samuel L. Jackson, Uma Thurman, Bruce Willis, Ving Rhames",,,,,,,95.0,90.0,"Crime,Drama",Quentin Tarantino,154.0
purple hearts,2022,8.095,2647.0,122.0,"Romance, Drama","An aspiring musician agrees to a marriage of convenience with a soon-to-deploy Marine, but a tragedy soon turns their fake relationship all too real.",Elizabeth Allen Rosenbaum,"Sofia Carson, Nicholas Galitzine, John Harlan Kim, Chosen Jacobs, Anthony Ippolito",,,,,,,,,,,
puss in boots: the last wish,2022,8.2,8111.0,103.0,"Animation, Adventure, Fantasy, Comedy, Family","Puss in Boots discovers that his passion for adventure has taken its toll: He has burned through eight of his nine lives, leaving him with only one life left. Puss sets out on an epic journey to find the mythical Last Wish and restore his nine lives.",Joel Crawford,"Antonio Banderas, Salma Hayek Pinault, Harvey Guillén, Wagner Moura, Florence Pugh",,,,,,,,,,,
pépé le moko (re-release),2002,,,,,,,,,,,,,,98.0,59.0,"Crime,Drama,Romance",Julien Duvivier,94.0
quai des orfèvres [re-release],2002,,,,,,,,,,,,,,89.0,75.0,"Crime,Drama",Henri-Georges Clouzot,106.0
quest,2017,,,,,,,,,,,,,,88.0,72.0,"Documentary,Family,Music",Jonathan Olshefski,104.0
quiz show,1994,,,,,,,,,,,,,,92.0,78.0,"Biography,Drama,History",Robert Redford,133.0
"quo vadis, aida?",2021,,,,,,,,,,,,,,97.0,84.0,"Drama,History,War",Jasmila Zbanic,101.0
radical,2023,8.372,448.0,126.0,Drama,"In a Mexican border town plagued by neglect, corruption, and violence, a frustrated teacher tries an unorthodox new method to break through his students’ apathy and unlock their curiosity, their potential... and perhaps even their genius.",Christopher Zalla,"Eugenio Derbez, Daniel Haddad, Jennifer Trejo, Mia Fernanda Solis, Danilo Guardiola Escobar",,,,,,,,,,,
raging bull,1980,7.925,4419.0,129.0,Drama,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",Martin Scorsese,"Robert De Niro, Cathy Moriarty, Joe Pesci, Frank Vincent, Nicholas Colasanto",,,,,,,90.0,85.0,"Biography,Drama,Sport",Martin Scorsese,129.0
raiders of the lost ark,1981,7.9,12792.0,115.0,"Adventure, Action","When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.",Steven Spielberg,"Harrison Ford, Karen Allen, Paul Freeman, John Rhys-Davies, Ronald Lacey",,,,,,,,,,,
raise the red lantern,1991,7.939,729.0,125.0,Drama,"In 1920s China, 19-year-old Songlian becomes a concubine of a powerful lord and is forced to compete with his three wives for the privileges gained.",Zhang Yimou,"Gong Li, Ma Jingwu, He Saifei, Cao Cuifen, Kong Lin",,,,,,,,,,,
ran,1985,8.059,1604.0,160.0,"Action, Drama, History","With Ran, legendary director Akira Kurosawa reimagines Shakespeare's King Lear as a singular historical epic set in sixteenth-century Japan. Majestic in scope, the film is Kurosawa's late-life masterpiece, a profound examination of the folly of war and the crumbling of one family under the weight of betrayal, greed, and the insatiable thirst for power.",Akira Kurosawa,"Tatsuya Nakadai, Akira Terao, Jinpachi Nezu, Daisuke Ryū, Mieko Harada",,,,,,,97.0,86.0,"Action,Drama,War",Akira Kurosawa,162.0
rascal does not dream of a dreaming girl,2019,8.245,533.0,90.0,"Animation, Romance, Drama, Fantasy","In Fujisawa, Sakuta Azusagawa is in his second year of high school. Blissful days with his girlfriend and upperclassman, Mai Sakurajima, are interrupted by the appearance of his first crush, Shoko Makinohara.",Soichi Masui,"Kaito Ishikawa, Asami Seto, Yurika Kubo, Nao Toyama, Atsumi Tanezaki",,,,,,,,,,,
rashomon,1950,8.071,2291.0,88.0,"Crime, Drama, Mystery","Brimming with action while incisively examining the nature of truth, ""Rashomon"" is perhaps the finest film ever to investigate the philosophy of justice. Through an ingenious use of camera and flashbacks, Kurosawa reveals the complexities of human nature as four people recount different versions of the story of a man's murder and the rape of his wife.",Akira Kurosawa,"Toshirō Mifune, Machiko Kyō, Takashi Shimura, Masayuki Mori, Minoru Chiaki",98.0,93.0,drama,Akira Kurosawa,1h 28m,http://www.rottentomatoes.com/m/rashomon,,,,,
rashomon,1950,8.071,2291.0,88.0,"Crime, Drama, Mystery","Brimming with action while incisively examining the nature of truth, ""Rashomon"" is perhaps the finest film ever to investigate the philosophy of justice. Through an ingenious use of camera and flashbacks, Kurosawa reveals the complexities of human nature as four people recount different versions of the story of a man's murder and the rape of his wife.",Akira Kurosawa,"Toshirō Mifune, Machiko Kyō, Takashi Shimura, Masayuki Mori, Minoru Chiaki",98.0,93.0,drama,Akira Kurosawa,1h 28m,http://www.rottentomatoes.com/m/rashomon,,,,,
rashomon,1950,8.071,2291.0,88.0,"Crime, Drama, Mystery","Brimming with action while incisively examining the nature of truth, ""Rashomon"" is perhaps the finest film ever to investigate the philosophy of justice. Through an ingenious use of camera and flashbacks, Kurosawa reveals the complexities of human nature as four people recount different versions of the story of a man's murder and the rape of his wife.",Akira Kurosawa,"Toshirō Mifune, Machiko Kyō, Takashi Shimura, Masayuki Mori, Minoru Chiaki",98.0,93.0,drama,Akira Kurosawa,1h 28m,http://www.rottentomatoes.com/m/rashomon,,,,,
rashomon,1950,8.071,2291.0,88.0,"Crime, Drama, Mystery","Brimming with action while incisively examining the nature of truth, ""Rashomon"" is perhaps the finest film ever to investigate the philosophy of justice. Through an ingenious use of camera and flashbacks, Kurosawa reveals the complexities of human nature as four people recount different versions of the story of a man's murder and the rape of his wife.",Akira Kurosawa,"Toshirō Mifune, Machiko Kyō, Takashi Shimura, Masayuki Mori, Minoru Chiaki",98.0,93.0,drama,Akira Kurosawa,1h 28m,http://www.rottentomatoes.com/m/rashomon,,,,,
rashomon,1951,,,,,,,,,,,,,,98.0,84.0,"Crime,Drama,Mystery",Akira Kurosawa,88.0
ratatouille,2007,,,,,,,,,,,,,,96.0,86.0,"Animation,Adventure,Comedy,Family,Fantasy","Brad Bird,Jan Pinkava",111.0
