Title,Year,Rating,Votes,Runtime(min),Genres_x,Overview,Director_x,Actors,RT_CriticScore,RT_AudienceScore,Genres_y,Director_y,Runtime_x,RT_Link,Metascore,UserScore,Genres,Director,Runtime_y
mildred pierce,1945,,,,,,,,,,,,,,88.0,77.0,"Crime,Drama,Film-Noir,Mystery,Romance",Michael Curtiz,111.0
million dollar baby,2004,7.955,9788.0,132.0,Drama,"Despondent over a painful estrangement from his daughter, trainer Frankie Dunn isn't prepared for boxer Maggie Fitzgerald to enter his life. But Maggie's determined to go pro and to convince Dunn and his cohort to help her.",Clint Eastwood,"Clint Eastwood, Hilary Swank, Morgan Freeman, Jay Baruchel, Mike Colter",,,,,,,,,,,
minari,2020,,,,,,,,,,,,,,89.0,80.0,Drama,Lee Isaac Chung,115.0
minding the gap,2018,,,,,,,,100.0,92.0,documentary,Bing Liu,1h 33m,http://www.rottentomatoes.com/m/minding_the_gap,89.0,79.0,"Documentary,Sport",Bing Liu,93.0
miracle in cell no. 7,2013,7.948,450.0,127.0,"Drama, Comedy",A story about a mentally ill man wrongfully imprisoned for murder and his relationship with his 6 year old daughter.,Lee Hwan-kyung,"Ryu Seung-ryong, Park Shin-hye, Kal So-won, Jung Jin-young, Oh Dal-su",,,,,,,,,,,
miracle on 34th street,1947,,,,,,,,,,,,,,88.0,78.0,"Comedy,Drama,Family,Fantasy",George Seaton,96.0
"miraculous world: new york, united heroez",2020,8.085,1106.0,61.0,"Animation, TV Movie, Fantasy, Action","Marinette’s class is headed to New York, the city of superheroes, for French-American Friendship Week. The whole class is there...except Adrien, whose father refuses to let him go!",Thomas Astruc,"Annouck Hautbois, Benjamin Bollen, Antoine Tomé, Fanny Bloc, Thierry Kazazian",,,,,,,,,,,
miraculous world: shanghai - the legend of ladydragon,2021,7.9,655.0,54.0,"Animation, Fantasy, Action, TV Movie","On school break, Marinette heads to Shanghai to meet Adrien. But after arriving, Marinette loses all her stuff, including the Miraculous that allows her to turn into Ladybug!",Thomas Astruc,"Annouck Hautbois, Benjamin Bollen, Geneviève Doang, Antoine Tomé, Marie Chevalot",,,,,,,,,,,
mirror,1975,7.975,983.0,106.0,"Drama, History","A dying man in his forties recalls his childhood, his mother, the war and personal moments that tell of and juxtapose pivotal moments in Soviet history with daily life.",Andrei Tarkovsky,"Margarita Terekhova, Ignat Daniltsev, Larisa Tarkovskaya, Alla Demidova, Anatoliy Solonitsyn",,,,,,,,,,,
modern times,1936,8.3,3776.0,87.0,"Comedy, Drama, Romance","A bumbling tramp desires to build a home with a young woman, yet is thwarted time and time again by his lack of experience and habit of being in the wrong place at the wrong time..",Charlie Chaplin,"Charlie Chaplin, Paulette Goddard, Henry Bergman, Tiny Sandford, Chester Conklin",100.0,95.0,comedy,Charlie Chaplin,1h 29m,http://www.rottentomatoes.com/m/modern_times,,,,,
modern times,1936,8.3,3776.0,87.0,"Comedy, Drama, Romance","A bumbling tramp desires to build a home with a young woman, yet is thwarted time and time again by his lack of experience and habit of being in the wrong place at the wrong time..",Charlie Chaplin,"Charlie Chaplin, Paulette Goddard, Henry Bergman, Tiny Sandford, Chester Conklin",100.0,95.0,comedy,Charlie Chaplin,1h 29m,http://www.rottentomatoes.com/m/modern_times,,,,,
mommy,2014,8.2,2745.0,138.0,Drama,"A peculiar neighbor offers hope to a recent widow who is struggling to raise a teenager who is unpredictable and, sometimes, violent.",Xavier Dolan,"Anne Dorval, Suzanne Clément, Antoine Olivier Pilon, Patrick Huard, Alexandre Goyette",,,,,,,,,,,
monsieur hulot's holiday,1954,,,,,,,,,,,,,,90.0,0.0,Comedy,Jacques Tati,83.0
monster,2023,7.968,666.0,125.0,"Mystery, Thriller, Drama","When a young boy begins behaving strangely, shocking truths emerge as the story unfolds through the eyes of his single mother, a teacher who is believed to be responsible, and the child himself.",Hirokazu Kore-eda,"Soya Kurokawa, Hinata Hiiragi, Sakura Ando, Eita Nagayama, Yuko Tanaka",,,,,,,,,,,
monty python and the holy grail,1975,,,,,,,,,,,,,,91.0,85.0,"Adventure,Comedy,Fantasy","Terry Gilliam,Terry Jones",91.0
moolaadé,2004,,,,,,,,99.0,84.0,drama,Ousmane Sembene,2h 4m,http://www.rottentomatoes.com/m/moolaade,91.0,89.0,Drama,Ousmane Sembene,124.0
moonlight,2016,,,,,,,,98.0,79.0,"gay and lesbian, drama",Barry Jenkins,1h 51m,http://www.rottentomatoes.com/m/moonlight_2016,99.0,71.0,Drama,Barry Jenkins,111.0
more than honey,2012,,,,,,,,100.0,79.0,documentary,Markus Imhoof,1h 35m,http://www.rottentomatoes.com/m/more_than_honey,,,,,
mortal kombat legends: scorpion's revenge,2020,8.1,1396.0,80.0,"Animation, Action, Fantasy","After the vicious slaughter of his family by stone-cold mercenary Sub-Zero, Hanzo Hasashi is exiled to the torturous Netherrealm. There, in exchange for his servitude to the sinister Quan Chi, he’s given a chance to avenge his family – and is resurrected as Scorpion, a lost soul bent on revenge. Back on Earthrealm, Lord Raiden gathers a team of elite warriors – Shaolin monk Liu Kang, Special Forces officer Sonya Blade and action star Johnny Cage – an unlikely band of heroes with one chance to save humanity. To do this, they must defeat Shang Tsung’s horde of Outworld gladiators and reign over the Mortal Kombat tournament.",Ethan Spaulding,"Patrick Seitz, Jordan Rodrigues, Jennifer Carpenter, Joel McHale, Ike Amadi",,,,,,,,,,,
mr. bachmann and his class,2022,,,,,,,,,,,,,,89.0,85.0,Documentary,Maria Speth,217.0
"mr. death: the rise and fall of fred a. leuchter, jr.",1999,,,,,,,,100.0,87.0,documentary,Errol Morris,1h 30m,http://www.rottentomatoes.com/m/mr_death_the_rise_and_fall_of_fred_a_leuchter_jr,,,,,
"mr. death: the rise and fall of fred a. leuchter, jr.",1999,,,,,,,,100.0,87.0,documentary,Errol Morris,1h 30m,http://www.rottentomatoes.com/m/mr_death_the_rise_and_fall_of_fred_a_leuchter_jr,,,,,
mr. smith goes to washington,1939,7.861,1076.0,129.0,"Comedy, Drama","After the death of a United States Senator, idealistic Jefferson Smith is appointed as his replacement in Washington. Soon, the naive and earnest new senator has to battle political corruption.",Frank Capra,"James Stewart, Jean Arthur, Claude Rains, Edward Arnold, Guy Kibbee",,,,,,,,,,,
mr. turner,2014,,,,,,,,,,,,,,94.0,69.0,"Biography,Drama,History",Mike Leigh,150.0
mucho mucho amor: the legend of walter mercado,2020,,,,,,,,100.0,93.0,documentary,"Cristina Constantini, Kareem Tabsch",1h 36m,http://www.rottentomatoes.com/m/mucho_mucho_amor,,,,,
mulan,1998,7.9,9883.0,88.0,"Animation, Family, Adventure","To save her father from certain death in the army, a young woman secretly enlists in his place and becomes one of China's greatest heroines in the process.",Tony Bancroft,"Ming-Na Wen, Eddie Murphy, BD Wong, Miguel Ferrer, Harvey Fierstein",,,,,,,,,,,
murderball,2005,,,,,,,,98.0,89.0,documentary,"Henry Alex Rubin, Dana Adam Shapiro",1h 25m,http://www.rottentomatoes.com/m/murderball,,,,,
murderball,2005,,,,,,,,98.0,89.0,documentary,"Henry Alex Rubin, Dana Adam Shapiro",1h 25m,http://www.rottentomatoes.com/m/murderball,,,,,
my beautiful laundrette,1985,,,,,,,,98.0,75.0,"comedy, drama, gay and lesbian",Stephen Frears,1h 37m,http://www.rottentomatoes.com/m/my_beautiful_laundrette,,,,,
my beautiful laundrette,1985,,,,,,,,98.0,75.0,"comedy, drama, gay and lesbian",Stephen Frears,1h 37m,http://www.rottentomatoes.com/m/my_beautiful_laundrette,,,,,
my fair lady,1964,,,,,,,,,,,,,,95.0,77.0,"Drama,Family,Musical,Romance",George Cukor,170.0
my father's violin,2022,7.9,330.0,112.0,"Drama, Music","Through their shared grief and connection to music, an orphaned girl bonds with her emotionally aloof, successful violinist uncle.",Andaç Haznedaroğlu,"Engin Altan Düzyatan, Belçim Bilgin, Gülizar Nisa Uray, Selim Erdoğan, Erdem Baş",,,,,,,,,,,
my friends,1975,8.143,707.0,140.0,Comedy,Four inseparable friends try to face their midlife crisis with daytrips and pranks at the expense of their families and the people around them.,Mario Monicelli,"Ugo Tognazzi, Gastone Moschin, Philippe Noiret, Duilio Del Prete, Adolfo Celi",,,,,,,,,,,
my hero academia: heroes rising,2019,8.2,1186.0,104.0,"Animation, Action, Fantasy, Adventure","Class 1-A visits Nabu Island where they finally get to do some real hero work. The place is so peaceful that it's more like a vacation... until they're attacked by a villain with an unfathomable Quirk! His power is eerily familiar, and it looks like Shigaraki had a hand in the plan. But with All Might retired and citizens' lives on the line, there's no time for questions. Deku and his friends are the next generation of heroes, and they're the island's only hope.",Kenji Nagasaki,"Daiki Yamashita, Nobuhiko Okamoto, Yoshio Inoue, Mio Imada, Yuka Terasaki",,,,,,,,,,,
my hero academia: two heroes,2018,7.901,1031.0,96.0,"Animation, Action, Adventure, Fantasy","All Might and Deku accept an invitation to go abroad to a floating and mobile manmade city, called 'I-Island', where they research quirks as well as hero supplemental items at the special 'I-Expo' convention that is currently being held on the island. During that time, suddenly, despite an iron wall of security surrounding the island, the system is breached by a villain, and the only ones able to stop him are the students of Class 1-A.",Kenji Nagasaki,"Daiki Yamashita, Kenta Miyake, Mirai Shida, Katsuhisa Namase, Nobuhiko Okamoto",,,,,,,,,,,
my journey through french cinema,2016,,,,,,,,100.0,53.0,documentary,Bertrand Tavernier,3h 15m,http://www.rottentomatoes.com/m/my_journey_through_french_cinema,,,,,
my left foot,1989,,,,,,,,98.0,92.0,biography,Jim Sheridan,1h 43m,http://www.rottentomatoes.com/m/my_left_foot,97.0,83.0,"Biography,Drama",Jim Sheridan,103.0
my life as a zucchini,2016,,,,,,,,99.0,89.0,"comedy, drama, animation",Claude Barras,1h 6m,http://www.rottentomatoes.com/m/my_life_as_a_zucchini,,,,,
my life as a zucchini,2016,,,,,,,,99.0,89.0,"comedy, drama, animation",Claude Barras,1h 6m,http://www.rottentomatoes.com/m/my_life_as_a_zucchini,,,,,
my life as a zucchini,2016,,,,,,,,99.0,89.0,"comedy, drama, animation",Claude Barras,1h 6m,http://www.rottentomatoes.com/m/my_life_as_a_zucchini,,,,,
my mom is a character 3,2019,8.199,478.0,111.0,Comedy,Dona Hermínia will have to rediscover and reinvent herself because her children are forming new families. This supermom will have to deal with a new life scenario: Marcelina is pregnant and Juliano is getting married.,Susana Garcia,"Paulo Gustavo, Mariana Xavier, Rodrigo Pandolfo, Herson Capri, Samantha Schmütz",,,,,,,,,,,
my name is khan,2010,8.037,1341.0,165.0,"Drama, Romance","Rizwan Khan, a Muslim from the Borivali section of Mumbai, has Asperger's syndrome. He marries a Hindu single mother, Mandira, in San Francisco. After 9/11, Rizwan is detained by authorities at LAX who treat him as a terrorist because of his condition and his race.",Karan Johar,"Shah Rukh Khan, Kajol, Arjan Aujla, Jimmy Shergill, Sonya Jehan",,,,,,,,,,,
my neighbor totoro,1988,8.1,8184.0,86.0,"Fantasy, Animation, Family","Two sisters move to the country with their father in order to be closer to their hospitalized mother, and discover the surrounding trees are inhabited by Totoros, magical spirits of the forest. When the youngest runs away from home, the older sister seeks help from the spirits to find her.",Hayao Miyazaki,"Noriko Hidaka, Chika Sakamoto, Hitoshi Takagi, Shigesato Itoi, Sumi Shimamoto",,,,,,,,,,,
my perestroika,2011,,,,,,,,,,,,,,90.0,73.0,"Documentary,Biography,Family,History,News",Robin Hessman,88.0
my voyage to italy,2001,,,,,,,,,,,,,,90.0,75.0,Documentary,Martin Scorsese,246.0
my way,2011,7.858,398.0,137.0,"Drama, Action, History, War","During the invasion of Normandy the photograph of a slim Korean man in German uniform was found. It transpired that the man had served as a soldier in the Japanese, Russian and German armies. His incredible story inspired director Kang Je-Gyu to create this epic war drama.",Kang Je-kyu,"Jang Dong-gun, Joe Odagiri, Fan Bingbing, Kim In-kwon, Lee Yeon-hee",,,,,,,,,,,
nashville,1975,,,,,,,,,,,,,,96.0,80.0,"Comedy,Drama,Music",Robert Altman,160.0
national gallery,2014,,,,,,,,,,,,,,89.0,83.0,Documentary,Frederick Wiseman,180.0
nausicaä of the valley of the wind,1984,7.95,3697.0,117.0,"Adventure, Animation, Fantasy","After a global war, the seaside kingdom known as the Valley of the Wind remains one of the last strongholds on Earth untouched by a poisonous jungle and the powerful insects that guard it. Led by the courageous Princess Nausicaä, the people of the Valley engage in an epic struggle to restore the bond between humanity and Earth.",Hayao Miyazaki,"Sumi Shimamoto, Ichiro Nagai, Gorō Naya, Yoji Matsuda, Yoshiko Sakakibara",,,,,,,,,,,
ne zha,2019,7.903,495.0,110.0,"Animation, Fantasy, Adventure","The Primus extracts a Mixed Yuan Bead into a Spirit Seed and a Demon Pill. The Spirit Seed can be reincarnated as a human to help King Zhou establish a new dynasty, whereas the Demon Pill will create a devil threatening humanity. Ne Zha is the one who is destined to be the hero, but instead he becomes a devil incarnate, because the Spirit Seed and a Demon Pill are switched.",Yang Yu,"Lu Yanting, Joseph, Han Mo, Chen Hao, Lu Qi",,,,,,,,,,,
neon genesis evangelion: the end of evangelion,1997,8.278,1668.0,87.0,"Animation, Science Fiction, Action, Drama","SEELE orders an all-out attack on NERV, aiming to destroy the Evas before Gendo can advance his own plans for the Human Instrumentality Project. Shinji is pushed to the limits of his sanity as he is forced to decide the fate of humanity. An alternate ending to the television series ""Neon Genesis Evangelion"", which aired from 1995 to 1996 and whose final two episodes were controversial for their atypically abstract direction.",Hideaki Anno,"Megumi Ogata, Megumi Hayashibara, Kotono Mitsuishi, Yuko Miyamura, Fumihiko Tachiki",,,,,,,,,,,
never rarely sometimes always,2020,,,,,,,,99.0,48.0,drama,Eliza Hittman,1h 41m,http://www.rottentomatoes.com/m/never_rarely_sometimes_always,92.0,70.0,Drama,Eliza Hittman,101.0
new gods: nezha reborn,2021,8.1,456.0,116.0,"Animation, Fantasy, Action","While living as an ordinary deliveryman and motor racing fan, Nezha encounters old nemeses and must rediscover his powers to protect his loved ones.",Zhao Ji,"Yang Tianxiang, Zhang He, Xuan Xiaoming, Li Shimeng, Keer Zhu",,,,,,,,,,,
nickel boys,2024,,,,,,,,,,,,,,91.0,66.0,Drama,RaMell Ross,140.0
night of the living dead,1968,,,,,,,,,,,,,,89.0,81.0,"Horror,Thriller",George A. Romero,96.0
nights of cabiria,1957,7.988,780.0,110.0,Drama,"Rome, 1957. A woman, Cabiria, is robbed and left to drown by her boyfriend, Giorgio. Rescued, she resumes her life and tries her best to find happiness in a cynical world. Even when she thinks her struggles are over and she has found happiness and contentment, things may not be what they seem.",Federico Fellini,"Giulietta Masina, François Périer, Franca Marzi, Amedeo Nazzari, Aldo Silvani",100.0,94.0,drama,Federico Fellini,1h 50m,http://www.rottentomatoes.com/m/nights_of_cabiria,,,,,
nimona,2023,7.886,1163.0,101.0,"Animation, Family, Action, Science Fiction, Adventure, Fantasy, Drama","A knight framed for a tragic crime teams with a scrappy, shape-shifting teen to prove his innocence.",Nick Bruno,"Chloë Grace Moretz, Riz Ahmed, Eugene Lee Yang, Frances Conroy, Lorraine Toussaint",,,,,,,,,,,
no bears,2022,,,,,,,,,,,,,,93.0,80.0,"Drama,Romance",Jafar Panahi,106.0
no country for old men,2007,7.945,12306.0,122.0,"Crime, Drama, Thriller","Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.",Ethan Coen,"Javier Bardem, Tommy Lee Jones, Josh Brolin, Woody Harrelson, Kelly Macdonald",,,,,,,92.0,85.0,"Crime,Drama,Thriller","Ethan Coen,Joel Coen",122.0
no end in sight,2007,,,,,,,,,,,,,,89.0,86.0,"Documentary,War",Charles Ferguson,102.0
"no manches, frida 2: paraíso destruido",2019,7.907,900.0,102.0,Comedy,"Zequi and Lucy are about to get married. Although he promises not to overdo it during the bachelor party, things get out of control.",Nacho G. Velilla,"Omar Chaparro, Martha Higareda, Carla Adell, Fernanda Castillo, Regina Pavón",,,,,,,,,,,
no other land,2024,,,,,,,,,,,,,,93.0,74.0,Documentary,"Yuval Abraham,Basel Adra,Hamdan Ballal,Rachel Szor",92.0
nobody,2021,7.926,7307.0,91.0,"Action, Thriller","Hutch Mansell, a suburban dad, overlooked husband, nothing neighbor — a ""nobody."" When two thieves break into his home one night, Hutch's unknown long-simmering rage is ignited and propels him on a brutal path that will uncover dark secrets he fought to leave behind.",Ilya Naishuller,"Bob Odenkirk, Aleksey Serebryakov, Connie Nielsen, Christopher Lloyd, Michael Ironside",,,,,,,,,,,
nobody knows,2004,7.976,551.0,141.0,Drama,"In a small Tokyo apartment, twelve-year-old Akira must care for his younger siblings after their mother leaves them and shows no sign of returning.",Hirokazu Kore-eda,"Yuya Yagira, Ayu Kitaura, Hiei Kimura, Momoko Shimizu, Hanae Kan",,,,,,,,,,,
north by northwest,1959,7.983,4189.0,136.0,"Thriller, Adventure","Advertising man Roger Thornhill is mistaken for a spy, triggering a deadly cross-country chase.",Alfred Hitchcock,"Cary Grant, Eva Marie Saint, James Mason, Jessie Royce Landis, Leo G. Carroll",99.0,94.0,mystery and thriller,Alfred Hitchcock,2h 16m,http://www.rottentomatoes.com/m/north-by-northwest,98.0,84.0,"Adventure,Drama,Mystery,Thriller",Alfred Hitchcock,136.0
north by northwest,1959,7.983,4189.0,136.0,"Thriller, Adventure","Advertising man Roger Thornhill is mistaken for a spy, triggering a deadly cross-country chase.",Alfred Hitchcock,"Cary Grant, Eva Marie Saint, James Mason, Jessie Royce Landis, Leo G. Carroll",99.0,94.0,mystery and thriller,Alfred Hitchcock,2h 16m,http://www.rottentomatoes.com/m/north-by-northwest,98.0,84.0,"Adventure,Drama,Mystery,Thriller",Alfred Hitchcock,136.0
nostalgia for the light,2010,,,,,,,,100.0,84.0,documentary,Patricio Guzmán,1h 30m,http://www.rottentomatoes.com/m/nostalgia_for_the_light,,,,,
nostalgia for the light,2010,,,,,,,,100.0,84.0,documentary,Patricio Guzmán,1h 30m,http://www.rottentomatoes.com/m/nostalgia_for_the_light,,,,,
nostalgia for the light,2011,,,,,,,,,,,,,,91.0,86.0,Documentary,Patricio Guzmán,90.0
nothing like a dame,2018,,,,,,,,98.0,77.0,documentary,Roger Michell,1h 23m,http://www.rottentomatoes.com/m/tea_with_the_dames,,,,,
notorious,1946,,,,,,,,98.0,91.0,mystery and thriller,Alfred Hitchcock,1h 43m,http://www.rottentomatoes.com/m/1015287-notorious,100.0,79.0,"Drama,Film-Noir,Mystery,Romance,Thriller",Alfred Hitchcock,101.0
notorious,1946,,,,,,,,98.0,91.0,mystery and thriller,Alfred Hitchcock,1h 43m,http://www.rottentomatoes.com/m/1015287-notorious,100.0,79.0,"Drama,Film-Noir,Mystery,Romance,Thriller",Alfred Hitchcock,101.0
of mice and men,1940,,,,,,,,,,,,,,89.0,66.0,"Adventure,Drama",Lewis Milestone,106.0
oldboy,2003,8.25,8948.0,120.0,"Drama, Thriller, Mystery, Action","With no clue how he came to be imprisoned, drugged and tortured for 15 years, a desperate man seeks revenge on his captors.",Park Chan-wook,"Choi Min-sik, Yoo Ji-tae, Kang Hye-jung, Kim Byeong-ok, Ji Dae-han",,,,,,,,,,,
on my skin,2018,8.031,1859.0,100.0,Drama,"The incredible true story behind the most controversial Italian court cases in recent years. Stefano Cucchi was arrested for a minor crime and mysteriously found dead during his detention. In one week's time, a family is changed forever.",Alessio Cremonini,"Alessandro Borghi, Max Tortora, Jasmine Trinca, Milvia Marigliano, Elisa Casavecchia",,,,,,,,,,,
on the record,2020,,,,,,,,99.0,81.0,documentary,"Kirby Dick, Amy Ziering",1h 35m,http://www.rottentomatoes.com/m/on_the_record,,,,,
on the waterfront,1954,7.9,1618.0,108.0,"Crime, Drama, Romance","Terry Malloy is a kindhearted dockworker, and former boxer, who is tricked by his corrupt bosses into leading his friend to death. After falling in love, he tries to leave the waterfront and expose his employers.",Elia Kazan,"Marlon Brando, Karl Malden, Lee J. Cobb, Eva Marie Saint, Rod Steiger",99.0,95.0,drama,Elia Kazan,1h 48m,http://www.rottentomatoes.com/m/on_the_waterfront,91.0,84.0,"Crime,Drama,Thriller",Elia Kazan,108.0
on the waterfront,1954,7.9,1618.0,108.0,"Crime, Drama, Romance","Terry Malloy is a kindhearted dockworker, and former boxer, who is tricked by his corrupt bosses into leading his friend to death. After falling in love, he tries to leave the waterfront and expose his employers.",Elia Kazan,"Marlon Brando, Karl Malden, Lee J. Cobb, Eva Marie Saint, Rod Steiger",99.0,95.0,drama,Elia Kazan,1h 48m,http://www.rottentomatoes.com/m/on_the_waterfront,91.0,84.0,"Crime,Drama,Thriller",Elia Kazan,108.0
on the waterfront,1954,7.9,1618.0,108.0,"Crime, Drama, Romance","Terry Malloy is a kindhearted dockworker, and former boxer, who is tricked by his corrupt bosses into leading his friend to death. After falling in love, he tries to leave the waterfront and expose his employers.",Elia Kazan,"Marlon Brando, Karl Malden, Lee J. Cobb, Eva Marie Saint, Rod Steiger",99.0,95.0,drama,Elia Kazan,1h 48m,http://www.rottentomatoes.com/m/on_the_waterfront,91.0,84.0,"Crime,Drama,Thriller",Elia Kazan,108.0
once,2007,,,,,,,,,,,,,,90.0,80.0,"Drama,Music,Musical,Romance",John Carney,85.0
once upon a studio,2023,8.265,377.0,9.0,"Animation, Family, Fantasy, Comedy","Created for Disney's 100th anniversary, the short features Mickey Mouse corralling a gallery of legendary Disney characters for a group photo.",Dan Abraham,"Chris Diamantopoulos, Kaitlyn Robrock, Tony Anselmo, Bill Farmer, Jim Cummings",,,,,,,,,,,
once upon a time in america,1984,8.41,5576.0,229.0,"Drama, Crime","A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",Sergio Leone,"Robert De Niro, James Woods, Elizabeth McGovern, Treat Williams, Tuesday Weld",,,,,,,,,,,
once upon a time in the west,1968,8.284,4487.0,166.0,"Drama, Western","As the railroad builders advance unstoppably through the Arizona desert on their way to the sea, Jill arrives in the small town of Flagstone with the intention of starting a new life.",Sergio Leone,"Claudia Cardinale, Henry Fonda, Jason Robards, Charles Bronson, Gabriele Ferzetti",,,,,,,,,,,
one child nation,2019,,,,,,,,98.0,85.0,documentary,"Nanfu Wang, Jialing Zhang",1h 25m,http://www.rottentomatoes.com/m/one_child_nation,,,,,
one flew over the cuckoo's nest,1975,8.414,10713.0,133.0,Drama,"A petty criminal fakes insanity to serve his sentence in a mental ward rather than prison. He soon finds himself as a leader to the other patients—and an enemy to the cruel, domineering nurse who runs the ward.",Miloš Forman,"Jack Nicholson, Brad Dourif, Louise Fletcher, Danny DeVito, William Redfield",,,,,,,,,,,
one hundred and one dalmatians,1961,,,,,,,,98.0,76.0,"kids and family, comedy, adventure, animation","Wolfgang Reitherman, Hamilton S. Luske, Clyde Geronimi",1h 19m,http://www.rottentomatoes.com/m/101_dalmatians,,,,,
one hundred and one dalmatians,1961,,,,,,,,98.0,76.0,"kids and family, comedy, adventure, animation","Wolfgang Reitherman, Hamilton S. Luske, Clyde Geronimi",1h 19m,http://www.rottentomatoes.com/m/101_dalmatians,,,,,
one hundred and one dalmatians,1961,,,,,,,,98.0,76.0,"kids and family, comedy, adventure, animation","Wolfgang Reitherman, Hamilton S. Luske, Clyde Geronimi",1h 19m,http://www.rottentomatoes.com/m/101_dalmatians,,,,,
one hundred and one dalmatians,1961,,,,,,,,98.0,76.0,"kids and family, comedy, adventure, animation","Wolfgang Reitherman, Hamilton S. Luske, Clyde Geronimi",1h 19m,http://www.rottentomatoes.com/m/101_dalmatians,,,,,
one hundred and one dalmatians,1961,,,,,,,,98.0,76.0,"kids and family, comedy, adventure, animation","Wolfgang Reitherman, Hamilton S. Luske, Clyde Geronimi",1h 19m,http://www.rottentomatoes.com/m/101_dalmatians,,,,,
one more time with feeling,2016,,,,,,,,,,,,,,92.0,87.0,"Documentary,Music",Andrew Dominik,112.0
only yesterday,1991,,,,,,,,100.0,85.0,"drama, anime",Isao Takahata,1h 58m,http://www.rottentomatoes.com/m/only_yesterday_1991,,,,,
only yesterday,1991,,,,,,,,100.0,85.0,"drama, anime",Isao Takahata,1h 58m,http://www.rottentomatoes.com/m/only_yesterday_1991,,,,,
only yesterday,1991,,,,,,,,100.0,85.0,"drama, anime",Isao Takahata,1h 58m,http://www.rottentomatoes.com/m/only_yesterday_1991,,,,,
only yesterday (1991),2016,,,,,,,,,,,,,,90.0,83.0,"Animation,Drama,Romance",Isao Takahata,118.0
open city,1945,,,,,,,,100.0,92.0,drama,Roberto Rossellini,1h 45m,http://www.rottentomatoes.com/m/open_city,,,,,
oppenheimer,2023,8.065,10094.0,181.0,"Drama, History",The story of J. Robert Oppenheimer's role in the development of the atomic bomb during World War II.,Christopher Nolan,"Cillian Murphy, Emily Blunt, Matt Damon, Robert Downey Jr., Florence Pugh",,,,,,,90.0,85.0,"Biography,Drama,History",Christopher Nolan,180.0
ordet,1955,7.943,375.0,125.0,Drama,"The three sons of devout Danish farmer Morten have widely disparate religious beliefs. Youngest son Anders shares his father's religion, but eldest son Mikkel has lost his faith, while middle child Johannes has become delusional and proclaims that he is Jesus Christ himself. When Mikkel's wife, Inger goes into a difficult childbirth, everyone's beliefs are put to the test.",Carl Theodor Dreyer,"Henrik Malberg, Birgitte Federspiel, Emil Hass Christensen, Preben Lerdorff Rye, Cay Kristiansen",,,,,,,,,,,
our body,2023,,,,,,,,,,,,,,93.0,46.0,Documentary,Claire Simon,168.0
out of the clear blue sky,2019,8.232,353.0,112.0,"Comedy, Drama, Music","Returning to Earth as an imitator, the legendary Mexican artist Pedro Infante must prove that he is no longer a womanizer to enter paradise.",Pepe Bojórquez,"Omar Chaparro, Ana Claudia Talancón, Stephanie Cayo, Lupita Sandoval, Yare Santana",,,,,,,,,,,
overlord [re-release],2006,,,,,,,,,,,,,,88.0,78.0,"Drama,History,War",Stuart Cooper,83.0
paddington 2,2017,,,,,,,,100.0,88.0,"kids and family, comedy, adventure",Paul King,1h 43m,http://www.rottentomatoes.com/m/paddington_2,,,,,
paddington 2,2017,,,,,,,,100.0,88.0,"kids and family, comedy, adventure",Paul King,1h 43m,http://www.rottentomatoes.com/m/paddington_2,,,,,
paddington 2,2017,,,,,,,,100.0,88.0,"kids and family, comedy, adventure",Paul King,1h 43m,http://www.rottentomatoes.com/m/paddington_2,,,,,
paddington 2,2018,,,,,,,,,,,,,,88.0,82.0,"Adventure,Comedy,Family",Paul King,103.0
palmer,2021,8.106,1679.0,110.0,Drama,"After 12 years in prison, former high school football star Eddie Palmer returns home to put his life back together—and forms an unlikely bond with Sam, an outcast boy from a troubled home. But Eddie's past threatens to ruin his new life and family.",Fisher Stevens,"Justin Timberlake, Ryder Allen, Juno Temple, Alisha Wainwright, June Squibb",,,,,,,,,,,
pan's labyrinth,2006,,,,,,,,,,,,,,98.0,87.0,"Drama,Fantasy,War",Guillermo del Toro,118.0
paper lives,2021,8.0,383.0,96.0,Drama,"In the streets of Istanbul, ailing waste warehouse worker Mehmet takes a small boy under his wing and must soon confront his own traumatic childhood.",Can Ulkay,"Çağatay Ulusoy, Emir Ali Doğrul, Ersin Arıcı, Turgay Tanülkü, Selen Öztürk",,,,,,,,,,,
paper moon,1973,7.876,743.0,102.0,"Comedy, Crime, Drama","A bible salesman finds himself saddled with a young girl who may or may not be his daughter, and the two forge an unlikely partnership as a money-making con team in Depression-era Kansas.",Peter Bogdanovich,"Tatum O'Neal, Ryan O'Neal, Madeline Kahn, John Hillerman, Jessie Lee Fulton",,,,,,,,,,,
paperman,2012,7.992,1734.0,7.0,"Animation, Family, Romance",An urban office worker finds that paper airplanes are instrumental in meeting a girl in ways he never expected.,John Kahrs,"John Kahrs, Kari Wahlgren, Jeff Turley, Jack Goldenberg",,,,,,,,,,,
